track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,playlist_stream_ratio
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396.0,73,79,123,0,0,96,A,Major,23,19,25,91,0,40,3,3.018265847217769e-05
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768.0,50,0,6,0,0,180,A,Major,51,87,58,36,0,18,4,2.067497420657272e-06
Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149.0,121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5,3.757510041031128e-05
Gone Girl,SZA,1,2022,12,9,892,0,65362788.0,3,17,2,0,0,150,F,Major,43,42,44,57,0,15,6,1.3646908696734294e-05
F2F,SZA,1,2022,12,9,989,0,67540165.0,5,9,1,0,0,90,D,Major,53,47,74,9,0,34,4,1.4643138642021381e-05
Notice Me,SZA,1,2022,12,9,819,0,62019074.0,14,22,0,0,0,160,F,Major,72,78,68,28,0,11,12,1.320561477586718e-05
Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538.0,72,90,141,0,0,114,,Major,59,60,94,24,0,10,4,1.6275732511482277e-05
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468.0,89,39,158,0,0,113,G,Major,73,72,32,77,0,15,5,2.125010998367735e-05
My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938.0,115,53,286,0,0,147,,Major,67,69,72,17,0,19,3,2.6624086714742342e-05
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549.0,10,6,7,1,9,100,B,Minor,70,92,59,3,0,10,3,2.2898605071847886e-06
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421.0,2,74,14,0,2,155,G#,Major,49,42,77,3,0,12,9,2.6030255961996003e-06
I Hate U,SZA,1,2021,12,3,4094,0,356709897.0,66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16,1.1477113571648392e-05
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992.0,3,7,10,0,0,112,G#,Major,80,15,54,9,0,38,5,7.953005545630768e-06
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854.0,1,0,18,0,24,166,C#,Major,70,57,57,9,20,11,7,1.8981690036528125e-06
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715.0,65,39,41,0,0,107,F#,Minor,69,96,36,81,0,8,4,2.5970710407567357e-05
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458.0,6,11,3,0,0,81,G#,Major,47,33,68,24,0,22,38,1.4192102408251032e-05
Conceited,SZA,1,2022,12,9,899,0,56870689.0,2,14,2,0,0,150,C#,Major,79,77,46,5,0,11,7,1.5807791602454474e-05
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194.0,33,57,30,0,11,110,A,Major,66,19,32,69,0,12,4,7.466673730789292e-06
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339.0,12,16,14,0,0,108,G,Major,64,4,40,6,0,10,6,7.251523456479949e-06
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341.0,21,0,44,0,0,130,E,Minor,89,48,74,30,0,7,36,8.635806026916111e-06
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708.0,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7,8.22345098610542e-06
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647.0,27,77,22,2,0,114,B,Minor,80,42,68,2,0,66,4,4.08070223630884e-06
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478.0,108,56,30,0,0,93,F,Major,63,93,88,1,0,12,4,1.4270882662343972e-05
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935.0,83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8,8.428199123241172e-06
Too Late,SZA,1,2022,12,8,714,0,49262961.0,0,9,2,0,0,128,B,Major,45,35,68,78,0,39,8,1.4493647671726431e-05
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082.0,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9,5.182611117029214e-06
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949.0,120,30,52,0,1,152,G,Minor,69,94,71,79,0,7,8,3.5100740531474364e-05
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459.0,32,3,65,0,0,175,G#,Major,51,94,34,73,0,10,5,2.421352785173355e-05
Far,SZA,1,2022,12,9,680,0,51641685.0,2,15,1,0,0,116,D,Major,61,48,55,67,0,16,8,1.3167657097168692e-05
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948.0,2,2,6,0,2,80,F,Minor,33,51,59,76,0,44,6,5.093425452497101e-06
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177.0,39,50,57,3,1,93,B,Minor,63,34,86,26,0,21,39,1.0324624530122165e-05
ýýýabcdefu,Gayle,1,2021,8,13,7215,0,1007612429.0,170,12,575,18,,122,E,Major,70,42,54,30,0,37,5,7.160491268612567e-06
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833.0,81,77,133,0,,122,G,Major,70,91,79,3,0,7,10,1.3586589275046922e-05
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368.0,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3,7.3635525282048344e-06
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590.0,65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5,6.393284116773807e-06
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802.0,49,88,62,0,,93,,Minor,65,82,74,27,0,32,5,1.092563788281311e-05
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936.0,183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9,1.8380998019161813e-05
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968.0,95,89,44,0,,206,,Minor,58,83,45,36,0,11,8,6.436033014311925e-06
Pepas,Farruko,1,2021,6,24,14114,17,1309887447.0,252,109,965,20,,130,G,Major,76,44,77,1,0,13,3,1.0774971568988553e-05
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316.0,7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8,1.6060273779780654e-05
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579.0,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5,1.96486713208327e-05
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992.0,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4,4.926541094573067e-06
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871.0,18,77,61,0,1,143,,Major,53,50,79,0,0,8,3,1.3953891389218579e-05
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803.0,17,80,38,0,0,121,A#,Minor,70,35,77,1,0,26,4,1.987665255097778e-05
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593.0,259,55,461,1,,166,F#,Minor,56,68,66,28,0,11,18,8.247309731990345e-06
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848.0,7,18,7,0,0,135,C#,Major,41,27,64,36,0,60,3,1.611734370557799e-05
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984.0,3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21,1.2777532556401334e-05
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011.0,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3,1.0071299423736394e-05
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026.0,9,10,9,0,0,110,D,Major,75,85,84,10,0,31,19,1.2852400997616895e-05
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408.0,125,36,150,0,,130,C#,Major,66,19,61,30,0,9,7,6.3995800647740325e-06
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776.0,275,19,738,0,,179,G#,Minor,61,76,51,30,0,38,15,7.104242948684209e-06
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877.0,74,0,262,14,,93,F,Minor,74,53,73,61,0,13,4,7.799538493231277e-06
Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526.0,1,8,6,0,0,78,A,Minor,27,10,49,62,0,49,5,1.503702910134227e-05
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538.0,38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31,6.55814755008858e-06
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456.0,1,17,11,0,0,86,A,Minor,28,13,41,50,0,19,3,1.359222801227901e-05
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189.0,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22,8.647941256910158e-06
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276.0,68,18,75,0,1,97,C#,Major,68,72,78,4,0,7,5,8.841812025055609e-06
Beggin,Mï¿½ï¿½ne,1,2017,12,8,8559,0,1367810478.0,183,64,964,9,75,134,B,Minor,71,59,80,13,0,36,5,6.257445850623174e-06
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856.0,67,13,139,0,40,116,D,Major,75,36,76,12,0,10,10,5.570661080744638e-06
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072.0,61,65,53,6,0,170,E,Minor,64,14,70,9,0,9,8,4.413687050107579e-06
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,2.971195042181046e-06
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912.0,240,107,268,0,5,118,G,Minor,75,46,76,3,0,9,4,1.3949399292617441e-05
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045.0,138,133,283,0,,65,,Major,31,31,24,76,0,14,4,8.020742305789959e-06
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237.0,114,172,284,2,,120,,Minor,56,16,67,0,0,11,4,1.224684735062301e-05
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859.0,85,43,134,0,,176,D#,Major,29,12,33,68,0,12,5,4.27101188296005e-06
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380.0,34,23,118,0,,180,G#,Minor,59,69,61,84,0,46,36,3.079000567736829e-06
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199.0,185,61,485,0,,144,A#,Major,59,21,43,76,0,10,7,6.826703765416432e-06
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,240684449.0,14,3,81,0,0,133,F#,Minor,82,52,61,38,0,14,27,2.6923218458538634e-06
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007.0,50,49,30,1,2,93,,Major,63,21,52,28,0,9,3,7.940899736354761e-06
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,1184,0,63803529.0,1,5,6,0,0,122,A#,Major,77,25,62,34,0,23,3,1.8556967279976002e-05
Oh My God,Adele,1,2021,11,19,4431,0,466214729.0,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5,9.504204231179492e-06
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480.0,32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4,3.203336128972137e-06
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466.0,0,2,2,0,0,94,F,Minor,46,55,50,71,0,10,11,1.7483824361650786e-05
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194.0,45,0,107,0,0,170,A#,Major,65,46,47,12,0,13,16,1.240792861933085e-05
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,393230256.0,54,21,57,1,0,90,E,Minor,79,79,70,57,0,66,8,7.069649289651812e-06
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015.0,56,8,104,0,10,78,G,Major,40,7,29,62,0,9,3,6.789669597790245e-06
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206.0,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3,6.580853734505111e-06
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426.0,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14,7.442103599298285e-06
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126.0,138,24,133,0,1,176,C#,Major,73,79,86,42,0,7,18,7.977131222544143e-06
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797.0,188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4,1.024692919918797e-05
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717.0,42,2,57,0,,120,G#,Major,58,44,60,44,9,5,6,4.987607598869557e-06
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148.0,63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4,1.2939637817582071e-05
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203.0,47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3,1.2693417145424543e-05
Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967.0,0,1,2,0,0,118,,Major,44,52,94,11,0,4,29,1.9164807345305093e-05
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816.0,77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3,5.964255774722805e-06
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661.0,231,52,612,6,,90,,Major,63,49,68,38,0,42,18,9.779094400130158e-06
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713.0,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5,6.360003847941267e-06
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487.0,20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32,4.484335048488156e-06
Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,2035,0,108809090.0,41,122,394,0,2,88,D,Minor,56,58,55,35,0,23,11,1.8702481566567647e-05
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353.0,86,76,59,0,16,98,A,Minor,73,60,85,17,0,24,5,6.36599400681051e-06
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617.0,105,2,73,13,1,110,,Minor,72,67,68,0,0,14,4,9.716402253894664e-06
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661.0,43,15,116,0,,80,,Major,70,57,49,19,0,12,8,5.718368428819316e-06
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229.0,69,3,70,0,3,110,C#,Minor,86,31,53,43,0,11,6,1.0289064561038836e-05
Butter,BTS,1,2021,5,21,4779,6,1143647827.0,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11,4.178733948663376e-06
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144.0,54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19,1.129433155193968e-05
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250.0,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6,7.541742160278746e-06
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657.0,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9,6.002956571874429e-06
Dynamite,BTS,1,2020,8,21,8528,5,1692897992.0,239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10,5.037515574063012e-06
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641.0,44,0,159,0,0,144,D,Major,74,39,65,5,1,11,35,1.2154438927781666e-05
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357.0,110,145,447,0,46,101,D,Major,66,18,68,9,0,12,4,1.1257628107865296e-05
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174.0,17,5,21,0,0,84,D,Major,67,78,63,29,0,12,5,4.0433920771258565e-06
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621.0,101,34,70,1,2,154,F#,Major,66,63,69,21,0,11,7,5.363533295487748e-06
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852.0,237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3,1.2919838147738016e-05
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982.0,45,43,45,0,3,146,F,Minor,85,22,37,13,0,7,30,8.745414347285722e-06
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746.0,171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6,1.0628714271315052e-05
Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,1970,1,1,2877,0,,16,0,54,0,0,110,A,Major,53,75,69,7,0,17,3,
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2,2021,11,11,4640,3,374706940.0,81,93,507,6,4,136,,Minor,77,82,30,95,0,13,5,1.2383010573543153e-05
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148.0,20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36,6.218328834615748e-06
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571.0,1,1,3,0,0,108,A,Minor,46,23,48,75,30,14,4,2.4030360107149122e-05
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,167076418.0,24,47,74,0,0,94,,Major,42,47,36,76,0,9,5,5.536388743981811e-06
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218.0,23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5,3.6461987883950707e-06
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642.0,111,5,182,1,0,122,A#,Major,77,51,79,5,0,16,5,8.523454750890865e-06
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248.0,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3,8.666319443880251e-06
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939.0,3,0,5,0,0,148,C#,Major,68,29,73,0,0,7,7,1.329906908658747e-05
ELEVEN,IVE,1,2021,12,1,521,1,247737946.0,17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11,2.1030286575476814e-06
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402.0,237,27,636,0,,91,G,Minor,70,76,72,22,0,27,4,7.5638353722887115e-06
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871.0,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4,5.180949807765767e-06
DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004.0,14,14,24,0,4,106,,Major,86,86,79,11,0,8,9,3.675527748967428e-06
Miserable Man,David Kushner,1,2022,1,7,788,0,124407432.0,13,0,32,1,0,110,A#,Major,63,31,35,93,0,29,3,6.334026732422224e-06
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354.0,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13,3.6080059472352656e-06
Praise God,Kanye West,1,2021,8,29,4651,0,376333030.0,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17,1.235873449641133e-05
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627.0,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16,9.673275362349352e-06
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237.0,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6,5.1783369076948425e-06
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838.0,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21,6.505796518677838e-06
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873.0,195,125,"6,280",2,78,105,G#,Major,73,52,76,13,0,5,3,2.422868215442873e-05
Sobrio,Maluma,1,2021,7,8,3506,10,513643924.0,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22,6.825740237900682e-06
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503.0,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9,1.147782210549161e-05
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581.0,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4,4.69691092207378e-06
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058.0,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6,1.1464638080893587e-05
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656.0,255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23,1.3471133353982483e-05
positions,Ariana Grande,1,2020,10,23,8207,0,1252563873.0,175,55,95,0,2,144,,Major,73,66,80,44,0,9,12,6.552160873316199e-06
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493.0,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4,5.72573017168391e-06
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,263894529.0,7,3,89,0,0,158,G#,Minor,46,62,83,53,0,97,28,2.925411159243851e-06
The Feels,TWICE,1,2021,10,1,1150,0,345903614.0,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7,3.3246255704052863e-06
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566.0,111,127,210,0,37,129,,Major,61,59,46,56,0,13,5,5.672327567615169e-06
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266.0,92,127,"1,219",0,62,102,G,Major,74,45,89,5,0,26,13,7.702233806446893e-06
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004.0,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5,1.6117486737647673e-05
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366.0,4,2,50,0,0,90,E,Minor,73,31,45,85,24,11,3,1.2549601085460065e-05
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457.0,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31,3.5643633396891246e-06
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388.0,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5,5.405228960895853e-06
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151.0,19,0,38,0,0,81,,Major,45,12,57,7,0,23,3,4.745695280708373e-06
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110.0,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9,6.3163491702064264e-06
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175.0,101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10,5.664108645035843e-06
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626.0,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4,4.172572556643672e-06
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628.0,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3,6.687949265978893e-06
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974.0,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5,5.624970994919261e-06
The Nights,Avicii,1,2014,1,1,17354,8,1456081449.0,92,122,"1,282",0,55,126,F#,Major,53,66,85,2,0,24,4,1.1918289331903988e-05
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334.0,174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5,1.4772279920265002e-05
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871.0,144,30,86,0,0,136,B,Minor,80,33,60,0,0,32,14,1.1186950078409784e-05
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3,465959382.0,36,82,39,0,5,102,A,Minor,77,26,63,58,0,11,5,5.657145454794169e-06
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149.0,8,8,8,2,0,77,G,Major,73,54,74,23,0,41,23,6.734881045559943e-07
Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672.0,533,167,"3,595",6,,98,F#,Minor,82,54,59,69,0,18,10,8.562228185645186e-06
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111.0,188,34,710,0,5,84,B,Minor,44,22,48,38,0,33,24,6.4442834386777345e-06
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549.0,92,34,131,0,0,102,G#,Major,89,77,82,3,0,17,11,1.1219080693267713e-05
All of Me,John Legend,1,2013,8,1,27221,0,2086124197.0,308,118,"4,534",2,77,120,G#,Major,42,33,26,92,0,13,3,1.3048599905578871e-05
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927.0,265,121,"12,367",4,160,117,C#,Major,52,73,91,0,0,11,7,2.9577096910901936e-05
Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132.0,107,47,584,1,,72,A,Minor,45,27,33,82,0,14,4,6.704083292709037e-06
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618.0,118,116,96,0,3,168,C#,Major,67,29,47,5,0,22,26,9.097221291724672e-06
Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675.0,22,3,0,0,0,94,C#,Major,52,68,69,13,0,33,8,3.7567296151081237e-06
The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967.0,0,4,23,0,0,145,G#,Major,41,65,88,0,0,26,5,3.576710808018822e-06
